entailment	id	similarity	sent1	sent2
None	133	2.5	Sabemos como é difícil eliminar o Grêmio dentro da Arena e soubemos neutralizar suas forças principalmente no segundo tempo.	O Grêmio melhorou no segundo tempo e só conseguiu nos pressionar agora no fim.
Entailment	134	4.0	Com look ousado, Rihanna tropeça ao entrar em van e deixa bumbum à mostra.	Rihanna escolhe look ousado e tropeça em seu próprio vestido ao entrar em van.
Paraphrase	135	5.0	Ele falou que estava à disposição, então o trouxemos para cá.	Ele disse que estava à disposição e por isso o trouxemos para cá.
None	136	2.25	Ele conseguiu receber seis passes para 60 jardas e um touchdown.	Rodgers conseguiu 249 jardas em passes e foi o grande nome no Lambeau Field.
None	137	3.25	O ex-atacante ainda não poupou críticas para o presidente da Fifa Joseph Blatter.	Zico visitou o presidente da Fifa, Joseph Blatter, em Zurique, na tarde desta quinta-feira.
None	138	2.75	"Com o ""5inco Minutos"", Kéfera é a mulher com o maior canal do Youtube Brasil."	Também há espaço para a música entre os canais de maior sucesso do YouTube.
None	139	3.75	Dois dos principais patrocinadores da Fifa querem a renúncia imediata do presidente da entidade, Joseph Blatter.	Uma avalanche de patrocinadores se voltou contra Joseph Blatter nesta sexta-feira.
Entailment	140	3.75	Cissé foi detido em seu domicílio no começo da manhã e está sendo interrogado pela polícia.	Cissé foi detido para interrogatório.
None	141	2.25	O primeiro em caso de renúncia de Carlos Miguel Aidar, e o segundo em um possível impeachment.	Tudo por causa da presença do presidente Carlos Miguel Aidar.
Entailment	142	3.5	Moradores informaram que as chamas se alastraram rapidamente pela vegetação rasteira.	O fogo se alastrou rapidamente por uma vegetação rasteira.
None	143	2.0	O Tevez é um sonho corintiano, todos nós queremos o Tevez aqui.	O dirigente explica o desejo corintiano.
Entailment	144	4.0	Zico quer a presidência da Fifa, e conta com o apoio do senador Romário, embora não o considere um forte candidato.	Sobre Zico, Romário não o considera como um forte candidato, mas o apoiaria.
Entailment	145	4.25	O São Paulo, por sua vez, fecha a rodada na quinta posição no Campeonato Brasileiro, com 42 pontos.	O São Paulo está na quinta posição no Campeonato Brasileiro, com 42 pontos.
None	146	2.25	O sensor da câmera frontal é de 12.3MP, com pixels maiores em 1.55µm.	A câmera traseira usa um sensor da Sony de 12.3 MP, enquanto a dianteira é de 5 MP.
None	147	3.0	No caso da CBF, Zico apenas terá o apoio se ele obtiver os demais quatro votos.	Zico diz ter o apoio da CBF, mas a confederação ainda não lhe entregou a carta.
None	148	2.75	A defesa precisou impetrar novo habeas corpus, julgado nesta tarde, contestando os fatos apontados no segundo decreto prisional.	O habeas corpus julgado nesta terça já levou em conta estas informações.
None	149	2.5	Para o técnico Eduardo Baptista, o time jogou bem, mas o empate acabou ficando de bom tamanho.	Em 12 jogos longe de Pernambuco, os comandados de Eduardo Baptista empataram oito e perderam quatro.
Entailment	150	4.25	O anúncio foi feito após a reunião na capital alemã com seu colega Frank-Walter Steinmeier, ministro de Exterior da Alemanha.	A declaração foi dada após conversas com o ministro de Exterior da Alemanha, Frank-Walter Steinmeier.
None	151	2.25	Infelizmente nossa colega Priscilla Sampaio nos deixou.	Priscilla Sampaio era chefe de reportagem e apresentadora da TV Morena.
None	152	2.5	Em Portugal, cerca de 200 pessoas se concentraram em Lisboa para apoiar a chegada de refugiados ao país.	Na Grécia, uma marcha de apoio aos refugiados reuniu cerca de 500 pessoas em Atenas.
Entailment	153	3.75	"Rihanna divulgou o título do seu próximo disco, ""Anti"", e revelou a capa do álbum."	Finalmente Rihanna mostrou ao mundo seu mais novo álbum.
Paraphrase	154	5.0	Nunca antes um pontífice havia ido ao plenário das Casa Legislativas dos Estados Unidos.	Ele será o primeiro papa no plenário da Casa Legislativa dos Estados Unidos.
None	155	2.5	Hulk é o principal responsável pelos gols do Brasil no início das eliminatórias.	No total, Hulk já defendeu a seleção principal do Brasil 44 vezes.
None	156	2.0	Esses bolões tem um preço mínimo de aposta de R$ 10.	Para a Quadra um total de 53 apostadores receberão o prêmio de R$ 7.782,07 cada.
None	157	3.5	Durante a partida, enquanto perdia para a Bulgária, a seleção brasileira foi vaiada pela torcida italiana.	O time brasileiro perdeu para a Bulgária por 3 a 0 e saiu de quadra vaiado pela torcida italiana.
None	158	2.75	O São Paulo ficou perto de pagar muito menos para ter Iago Maidana do que realmente pagou.	A Itaquerão teve participação fundamental na contratação de Iago Maidana pelo São Paulo .
None	159	2.0	Isso porque o meia D'Alessandro voltou a sentir dores lombares e não treinou nesta tarde.	O torcedor colorado não teve boas notícias nesta terça-feira após o treino da parte da tarde.
None	160	3.0	Só que depois ele se afastaram dos amigos e sozinhos, em clima de romance, trocaram beijos apaixonados.	Durante o show, desistiram de esconder o romance e trocaram beijos.
Entailment	161	4.0	Na segunda-feira e terça-feira, o pontífice visitará Holguín e Santiago de Cuba, na região leste da ilha.	O papa ainda visita Santiago de Cuba, no leste da ilha.
None	162	2.5	Ele tem duas dúvidas para definir o time: Robinho e Zé Roberto.	O treinador já definiu eventuais substitutos de Robinho e Zé Roberto.
None	163	2.0	O desafio da campanha é cadastrar o maior número de possíveis doadores de medula óssea.	Depois disso, recebeu um telegrama do Registro Nacional de Doadores de Medula Óssea (REDOME).
None	164	2.25	Cunha, por seu lado, pode até não deferir o pedido de impeachment da oposição.	Nosso tema é fazer um enfrentamento à oposição sobre impeachment.
None	165	3.5	A Fiat revelou hoje (29) a primeira imagem de sua nova picape Toro.	A picape da Fiat será batizada de Toro e chegará no começo de 2016.
Entailment	166	4.0	Ela disse que olhou pela janela viu o corpo do menino no chão.	Olhou pela janela e viu o corpo da criança lá embaixo.
Entailment	167	3.5	Pela montagem da equipe, Charles e Fabiano serão os substitutos de, respectivamente, Henrique e Ceará, suspensos com três cartões amarelos.	Ceará e Henrique estão suspensos, com três cartões amarelos.
Entailment	168	3.75	"O Emmy de Jon Hamm entrou para a história como o único vencido pelos atores de ""Mad Men""."	Jon Hamm recebe o Emmy por atuação em Mad Men.
Entailment	169	4.0	Nesta segunda-feira, Francischini falou, em entrevista coletiva, pela primeira vez sobre a ação policial.	Em entrevista coletiva Francischini comentou a atuação da PM.
None	170	2.5	Em 12 meses, no final do segundo trimestre de 2017, a projeção ficou em 4,5%.	Em 2016, a projeção é 5,1%, a mesma estimativa anterior.
None	171	1.5	De janeiro a julho, as mortes dolosas têm queda de 12,32%.	Os flagrantes de tráfico de entorpecentes também aumentaram entre janeiro e julho.
None	172	1.75	O pedido foi feito pela Polícia Federal.	Teori, no entanto, negou o pedido.
None	173	2.25	A liderança do PT na Câmara do Deputados orientou a sua bancada a votar pela rejeição deste requerimento.	Ao todo, a bancada petista é formada por 64 deputados.
None	174	3.5	De acordo com a secretaria, a presidente Dilma Rousseff se encontra normalmente no Planalto.	Apesar disso, a presidente Dilma Rousseff cumpriu normalmente sua agenda no local.
None	175	3.25	O programa Xuxa Meneghel desta segunda-feira, dia 14, não contará com sua apresentadora.	O programa Xuxa Meneghel dessa segunda-feira, 14, foi bem inusitado.
Entailment	176	3.75	A PM precisa de outros atores para fazer seu papel porque o sistema está totalmente desequilibrado.	Precisamos de outros atores para fazer esse papel, porque o esquema está desequilibrado.
Entailment	177	4.0	O meia Zé Roberto foi vetado pelo departamento médico por causa de dores musculares e permaneceu em São Paulo.	Zé Roberto, por outro lado, foi vetado pelo departamento médico e permaneceu em São Paulo.
None	178	2.75	A Nasa não deixa eu contar a vocês o que nós vamos anunciar [em 8 de outubro].	Novas descobertas sobre Plutão foram anunciadas pela Nasa nesta quinta-feira (8).
None	179	3.0	Da linha de cintura para baixo, o Camaro tem exatamente o mesmo desenho da versão cupê.	Em maio, a Chevrolet apresentou a versão cupê da nova geração do Camaro.
None	180	3.0	A entrada com as senhas será permitida a partir das 13h45.	A previsão inicial é de distribuição de senhas a partir das 11h.
Entailment	181	4.25	A CBF divulgou nesta terça-feira o calendário de competições de 2016.	A CBF anunciou o calendário 2016 das competições administradas pela instituição.
None	182	3.0	A empresa admitiu e lamenta profundamente ter forjado os resultados dos testes às emissões poluentes.	A empresa é acusada por autoridades americanas de falsificar informações sobre emissões de poluentes.
None	183	4.0	Cinco americanos enviaram uma câmera GoPro para o espaço em um balão meteorológico em 2013.	Em 2013, um grupo de cinco estudantes americanos enviou o balão a partir do Grand Canyon.
None	184	2.75	No primeiro trimestre, a taxa ficou em 6,6% para os homens e 9,6% para as mulheres.	A pesquisa apontou diferenças significativas na taxa de desocupação entre homens e mulheres.
None	185	2.25	A equipe mineira passa por uma péssima fase na competição, onde perdeu os últimos cinco jogos que disputou.	Dos últimos cinco jogos que disputou, o Botafogo venceu quatro e empatou um.
Entailment	186	4.0	Uma das lendas da NBA, Moses Malone, de 60 anos, sofreu um ataque cardíaco e morreu neste domingo.	A NBA perdeu uma de suas maiores lendas neste domingo.
Entailment	187	3.25	O filme foi escolhido para ser o representante do Brasil na disputa do Oscar 2016 como melhor filme em língua estrangeira.	O filme concorre a uma vaga na categoria Melhor Filme em Língua Estrangeira.
None	188	2.75	Uma semana depois, o Verdão recebe o adversário na Arena Condá, no mesmo horário.	Já o jogo da volta será na Arena Condá no dia 28 de outubro.
None	189	1.75	Em maio, há uma data Fifa reservada para o dia 28 e rodada do Brasileirão no dia 29.	O Brasileirão será disputado de 15 de maio a 4 de dezembro.
None	190	2.75	Ele passou a ser investigado pelo Comitê de Ética a pedido da própria Fifa.	Cornel Borbely, chefe do braço investigativo do Comitê de Ética da Fifa, será o responsável pela investigação.
Entailment	191	4.0	Cunha passará a manhã no Rio de Janeiro sem compromissos oficiais e só retorna a Brasília depois do almoço.	Cunha está no Rio de Janeiro e só retorna a Brasília depois do almoço.
None	192	2.75	No grupo das pessoas com nível superior completo, o nível da ocupação chegou a 78,6%.	O Nordeste apresentou o menor nível da ocupação (51,4%).
None	193	2.75	Para conseguir os ingressos, a JB transferiu dinheiro de Zurique para Londres.	Byrom, por sua vez, teria devolvido o dinheiro para Zurique para a própria Fifa.
None	194	2.0	Cristiano Ronaldo é o maior artilheiro da seleção portuguesa, com 55 gols.	O espanhol ainda é o maior artilheiro dos Blancos, com 323 gols.
None	195	1.0	Ninguém gosta de sair da Vila Belmiro.	Aquela partida da Vila Belmiro foi muito bem disputada.
None	196	3.75	Dos 51 vereadores, 48 estavam presentes e um total surpreendente de 42 votaram a favor da proibição.	Dos 48 vereadores presentes, 43 votaram a favor e apenas 1 contra.
None	197	2.0	Os iPhones 6S e 6S Plus entram em pré-venda em 12 de setembro.	As Live Photos são um recurso exclusivo dos iPhones 6s e 6s Plus.
None	198	2.5	Quando a situação for resolvida, caso tenha direito à restituição, ela será incluída nos lotes do IR.	O lote de restituição também contempla restituições dos exercícios de 2010 a 2015.
None	199	2.5	"A Universal Pictures Brasil divulgou nesta quinta-feira (17) o novo trailer oficial de ""Steve Jobs""."	"""Steve Jobs"" tem estreia no Brasil marcada para 21 de janeiro."
None	200	3.25	Clássico você não joga, precisa sentir.	É uma partida especial para todos os jogadores, os clássicos são jogos à parte.
Paraphrase	201	5.0	Além de Luciana Lóssio, o presidente do TSE, Dias Toffoli, precisa apresentar seu voto.	Além de Lóssio, falta votar o presidente do tribunal, Dias Toffoli.
None	202	3.0	O presidente do Senado, Renan Calheiros (PMDB-AL), comemorou a aprovação da PEC da Bengala.	A PEC da Bengala será promulgada nesta quinta-feira (7).
Entailment	203	4.0	O ex-jogador Vivinho faleceu aos 54 anos na manhã deste domingo, no Rio de Janeiro.	Morreu, na manhã deste domingo, aos 54 anos, o ex-jogador Vivinho.
None	204	3.25	O único a não votar foi Zavascki, impedido por ter seu próprio ato questionado no pedido.	Como autor do ato questionado, ele ficou impedido no julgamento do HC.
None	205	3.25	Talvez essa tenha sido a pergunta que o pugilista americano Floyd Mayeweather Jr. fez durante toda a carreira.	Após a luta, Floyd Mayweather Jr. anunciou oficialmente o fim da carreira.
None	206	2.5	A partida entre Sevilla e Barcelona foi especial para um jogador.	O Barcelona foi surpreendido pelo Sevilla neste sábado.
None	207	2.5	O Banco Central (BC) piorou a projeção para a inflação este ano.	A projeção do próprio BC indica inflação em 9%, este ano.
Paraphrase	208	4.75	A Fifa anunciou que Jérôme Valcke foi afastado da função de secretário-geral da entidade.	A Fifa anunciou que Jérôme Valcke deixou o cargo de secretário geral da entidade.
